event_id,user_email,track_source_mbid,listened_at,device
d3034c5c-05e4-5eb9-8c2f-90d9b09e2971,alice@example.com,6fe2eadd-d236-4d28-806b-3bda9285fd0d,2024-05-02 01:51:00,tablet
f520e5c2-1c56-588e-9685-f04b205da829,bob@example.com,65c5385c-55df-4e3f-83bd-73145528e14f,2024-05-02 02:08:00,mobile
3cf56ba8-9ea0-573d-b80b-29e790c9d448,carol@example.com,6373694b-2bae-4bc1-89a3-8545441304c9,2024-05-02 02:25:00,web
5f293041-3ed1-5823-b455-4a0c2b6412dd,alice@example.com,0e84d50e-aa9a-4365-bae9-7e8f870f0f02,2024-05-02 02:42:00,desktop
27400632-c734-5648-a263-8f16dbe8ae27,bob@example.com,8bf3a39b-40d4-4d03-8f83-0f5db88d4e69,2024-05-02 02:59:00,tablet
e0bdadaf-d959-5631-8f73-134c635801cb,carol@example.com,a2bc017d-dd7d-489e-af9c-f1ca73ecfd52,2024-05-02 03:16:00,mobile
f84c524b-d160-5ab8-8010-2e402a428f12,alice@example.com,f7e0f54c-1be0-41f6-9f0f-f1885a41230c,2024-05-02 03:33:00,web
fa3e0a9c-e8a3-5cbf-a00d-2f26c3fb8dd7,bob@example.com,340f4833-2e20-4ab8-b03d-91c8e7f230a3,2024-05-02 03:50:00,desktop
6538b63e-6c57-550d-b8c3-b300b79cff3d,carol@example.com,575d1039-43e5-4c38-9c7a-1566600491ff,2024-05-02 04:07:00,tablet
7d54e988-7950-5b34-b7f5-bda5c3608bac,alice@example.com,cc462b1f-b77d-4c4b-851f-ba3b65fa1331,2024-05-02 04:24:00,mobile
db7190e2-ba7f-526b-a779-f64a96138c95,bob@example.com,cdc72506-8355-4b48-9cd1-fd03828b1601,2024-05-02 04:41:00,web
a463ac3b-937b-5ecd-84a2-37bc72ccc617,carol@example.com,bef779fc-0310-4c4c-85ef-1e4797b1dc9e,2024-05-02 04:58:00,desktop
9a4d3297-6785-569c-a1e1-bd8fa185e07d,alice@example.com,f3b7aba1-3d9b-4837-ba86-120ef1e7337f,2024-05-02 05:15:00,tablet
8a9fc282-429d-5811-ade0-d214db7e7e13,bob@example.com,87b314ab-145c-4d4a-b661-0f35e48586ca,2024-05-02 05:32:00,mobile
856723ff-564b-551a-9ddb-a7eb6571308d,carol@example.com,9709c855-dfa2-4159-b0e4-deb078bfe1d7,2024-05-02 05:49:00,web
c0a8849d-b722-5e62-a2f1-5d30ccdd36c0,alice@example.com,236bed16-209e-4f6c-bc8c-9ba685852787,2024-05-02 06:06:00,desktop
ccbc4bb1-bde3-512d-ad16-7dcd9ece481b,bob@example.com,a413deb8-5c2d-489b-98f8-7f1e61c5eeef,2024-05-02 06:23:00,tablet
7494e447-7b5a-5700-9f46-4b8e8f2c0d1a,carol@example.com,fd4fabfb-c7c1-4818-bd9d-ac546edaf784,2024-05-02 06:40:00,mobile
7f3f8027-55b4-55f1-bea9-4aa1b2a27081,alice@example.com,6943fab7-444f-47a0-ae18-099125cfea02,2024-05-02 06:57:00,web
ae84cf40-8ccb-592c-8a34-8fbb6c2f1093,bob@example.com,1cecec99-53e1-4f43-894f-7976318b8929,2024-05-02 07:14:00,desktop
b8ce37f4-7ff3-52f1-90a4-79d8dc7e964e,carol@example.com,8004fdd5-00dc-48c9-8635-8889fcb96040,2024-05-02 07:31:00,tablet
8f370f2f-47bf-5ae8-a13f-f8d964d4033b,alice@example.com,5fbabd7f-ca2b-4137-9826-f67866b923aa,2024-05-02 07:48:00,mobile
500249b2-f6c9-560e-8401-1b9506c1d4f4,bob@example.com,9a73ddb9-4488-417b-b57f-4b9b7870e942,2024-05-02 08:05:00,web
e8fac932-9540-5633-8e27-50aa5a3af13d,carol@example.com,6b8da6d9-fa26-49e4-90fb-8e677a808568,2024-05-02 08:22:00,desktop
0eaa220e-5d43-51fd-ac6d-cde03b8ae7ad,alice@example.com,f08d8370-97d9-41a1-b4ff-5688515bd166,2024-05-02 08:39:00,tablet
3a4fc7b7-a881-5014-b9f3-059daebe083f,bob@example.com,aa233736-abb6-4a3a-b7fd-1135b2d0001c,2024-05-02 08:56:00,mobile
4f4e1ff3-7c6a-52ba-9d98-f7aac60467d7,carol@example.com,2471d4ec-4faf-4569-928b-5f098103fae8,2024-05-02 09:13:00,web
989e6a15-c8c5-5053-bb17-e5ae0b858674,alice@example.com,bea00600-c226-4216-96bc-4a487f4de7cf,2024-05-02 09:30:00,desktop
418a9102-dbaf-5943-b13e-4c246bf26f9c,bob@example.com,520a09bc-4cb9-452f-9a50-703b0c5637fd,2024-05-02 09:47:00,tablet
73695772-af34-5abc-98a9-25ab330c503c,carol@example.com,f9cd1c97-badb-4050-ae4f-b562a64705a8,2024-05-02 10:04:00,mobile
4653a3a8-47d2-5284-96ba-d33a827f124a,alice@example.com,354e571e-c6a4-442a-93c0-247e8d66c1c0,2024-05-02 10:21:00,web
1fbc131b-d2ae-5aae-9c4f-abb1e6de9c27,bob@example.com,c957a63a-1332-4a5c-bb6f-e116a45becb5,2024-05-02 10:38:00,desktop
378eb7a1-56c1-5e66-ab71-97037fd7317d,carol@example.com,b0700595-a0c0-4151-b7fd-12b046ebc9df,2024-05-02 10:55:00,tablet
e7d13119-75a5-5832-8076-267ecdf0247c,alice@example.com,16947d2b-8a0d-4ee7-aa38-042a05adb975,2024-05-02 11:12:00,mobile
40ae084c-793d-5736-a7b4-15ddcffdfe35,bob@example.com,46cc019b-ff17-496a-866a-2b4932600910,2024-05-02 11:29:00,web
0f60cc72-25db-5be9-a792-594d2b6f292f,carol@example.com,ebbbe19b-e08d-4957-9445-d81745a96a93,2024-05-02 11:46:00,desktop
d5d7382c-2b05-5355-9ca9-eb2866b25647,alice@example.com,205ff413-6fbe-48d2-bd64-940cc37f5d75,2024-05-02 12:03:00,tablet
afae2f01-cb2c-5b81-807b-c75f5e528f7d,bob@example.com,2bf45c25-da71-408a-981d-6cf14f47552d,2024-05-02 12:20:00,mobile
1c9b3a4a-a201-5064-839b-701b87d0963d,carol@example.com,5026f6d4-89be-4d29-b731-a91bb3f4779c,2024-05-02 12:37:00,web
f8ade252-7ec6-51ad-94e9-8f4729d74640,alice@example.com,e8ce0050-81f3-44d5-86d2-4154a1c1680e,2024-05-02 12:54:00,desktop
4b5e3431-4c91-55a8-92da-89d67aef5508,bob@example.com,fac363f8-7da2-4d2d-9b19-d90be9bcefae,2024-05-02 13:11:00,tablet
b6327d19-fe86-516f-bf21-544ab3fdc72b,carol@example.com,c25aba65-17ae-4f2e-a8a8-5aefa4e1348b,2024-05-02 13:28:00,mobile
017a47a1-383a-5429-ac45-42ed4bd5a479,alice@example.com,e7f5cfb4-47eb-42cb-97ce-3b506274ec73,2024-05-02 13:45:00,web
48320865-6dca-5113-9756-cc963f91cf07,bob@example.com,5deb4023-53b9-47f3-ab3d-b057ee4f953f,2024-05-02 14:02:00,desktop
b9f8a2d4-3fba-5e7b-bcba-ba6a44a44075,carol@example.com,629cdfb3-6122-4bba-bead-4c09f888efca,2024-05-02 14:19:00,tablet
e512802d-ad69-5ee9-891d-37c35be6e27d,alice@example.com,6fe2eadd-d236-4d28-806b-3bda9285fd0d,2024-05-02 14:36:00,mobile
48fe34ec-f80b-5257-a7a8-6f62e60071d5,bob@example.com,65c5385c-55df-4e3f-83bd-73145528e14f,2024-05-02 14:53:00,web
6adda75c-982a-52a5-aec6-374257dcb96d,carol@example.com,6373694b-2bae-4bc1-89a3-8545441304c9,2024-05-02 15:10:00,desktop
7ea54f59-ae8e-5666-8cc2-54999e0bb749,alice@example.com,0e84d50e-aa9a-4365-bae9-7e8f870f0f02,2024-05-02 15:27:00,tablet
273a00e3-88b2-5d83-ab5d-ccb1ae8245c9,bob@example.com,8bf3a39b-40d4-4d03-8f83-0f5db88d4e69,2024-05-02 15:44:00,mobile
dec84b25-282c-5542-ad3b-972e2287df67,carol@example.com,a2bc017d-dd7d-489e-af9c-f1ca73ecfd52,2024-05-02 16:01:00,web
8c8af263-e406-5d9a-be5f-e088828f4bae,alice@example.com,f7e0f54c-1be0-41f6-9f0f-f1885a41230c,2024-05-02 16:18:00,desktop
efbe81b1-db60-5115-a7d7-355473ba348c,bob@example.com,340f4833-2e20-4ab8-b03d-91c8e7f230a3,2024-05-02 16:35:00,tablet
25791b0a-9ff0-5612-8cda-c2c1de992d4c,carol@example.com,575d1039-43e5-4c38-9c7a-1566600491ff,2024-05-02 16:52:00,mobile
f136a03d-37c8-5c1b-b987-01597400555d,alice@example.com,cc462b1f-b77d-4c4b-851f-ba3b65fa1331,2024-05-02 17:09:00,web
0bdf3b8b-6e4f-5223-91f4-9afffa10eaa3,bob@example.com,cdc72506-8355-4b48-9cd1-fd03828b1601,2024-05-02 17:26:00,desktop
c6bb4a32-70f4-57bd-bd43-e620c9865059,carol@example.com,bef779fc-0310-4c4c-85ef-1e4797b1dc9e,2024-05-02 17:43:00,tablet
c007c98b-b5e0-5529-bb24-00c169301892,alice@example.com,f3b7aba1-3d9b-4837-ba86-120ef1e7337f,2024-05-02 18:00:00,mobile
933695f2-fe97-531b-8c0c-e988c7fdbe8c,bob@example.com,87b314ab-145c-4d4a-b661-0f35e48586ca,2024-05-02 18:17:00,web
0d6763ac-dc38-5fa2-b3e5-fb68083c2684,carol@example.com,9709c855-dfa2-4159-b0e4-deb078bfe1d7,2024-05-02 18:34:00,desktop
b0ba56b1-a401-574a-bcf6-52c6d8087701,alice@example.com,236bed16-209e-4f6c-bc8c-9ba685852787,2024-05-02 18:51:00,tablet
656bb5a9-31f7-5565-9e36-bbbcd7f2ca97,bob@example.com,a413deb8-5c2d-489b-98f8-7f1e61c5eeef,2024-05-02 19:08:00,mobile
fbfc0f40-e546-57a5-8b8e-d9fb4fdbb48c,carol@example.com,fd4fabfb-c7c1-4818-bd9d-ac546edaf784,2024-05-02 19:25:00,web
34ae30e9-7c27-5e08-b56b-1abb2da63ac3,alice@example.com,6943fab7-444f-47a0-ae18-099125cfea02,2024-05-02 19:42:00,desktop
54e9c018-3f1b-51d9-989c-1e1753a4e8bf,bob@example.com,1cecec99-53e1-4f43-894f-7976318b8929,2024-05-02 19:59:00,tablet
adffdaf2-6035-56a9-8d6c-4e123e8b36ad,carol@example.com,8004fdd5-00dc-48c9-8635-8889fcb96040,2024-05-02 20:16:00,mobile
ffe5be35-12c4-531f-a918-52e62cab60f1,alice@example.com,5fbabd7f-ca2b-4137-9826-f67866b923aa,2024-05-02 20:33:00,web
b2f6b785-7580-5778-b453-2a4aaf74849e,bob@example.com,9a73ddb9-4488-417b-b57f-4b9b7870e942,2024-05-02 20:50:00,desktop
9543f2a9-c208-5742-9ac8-e26705d70b10,carol@example.com,6b8da6d9-fa26-49e4-90fb-8e677a808568,2024-05-02 21:07:00,tablet
932a2e4e-d2fe-5382-ba7c-b87934c4b353,alice@example.com,f08d8370-97d9-41a1-b4ff-5688515bd166,2024-05-02 21:24:00,mobile
80799687-0c94-5981-9247-13704341bd53,bob@example.com,aa233736-abb6-4a3a-b7fd-1135b2d0001c,2024-05-02 21:41:00,web
8f1f934f-c0e9-55ac-a8f3-bdb0c9260c1c,carol@example.com,2471d4ec-4faf-4569-928b-5f098103fae8,2024-05-02 21:58:00,desktop
ffc2b683-6acc-5cbb-85be-7649a088e075,alice@example.com,bea00600-c226-4216-96bc-4a487f4de7cf,2024-05-02 22:15:00,tablet
cf42cd5d-987a-5bb7-808b-c96f39c17a15,bob@example.com,520a09bc-4cb9-452f-9a50-703b0c5637fd,2024-05-02 22:32:00,mobile
b1bf18f8-86be-54fd-a308-92f3c74e6ef5,carol@example.com,f9cd1c97-badb-4050-ae4f-b562a64705a8,2024-05-02 22:49:00,web
fda4e418-d9f3-5b2b-ae86-17ae022867b8,alice@example.com,354e571e-c6a4-442a-93c0-247e8d66c1c0,2024-05-02 23:06:00,desktop
2f651882-0600-5a5f-b6d7-5e07f7252c9e,bob@example.com,c957a63a-1332-4a5c-bb6f-e116a45becb5,2024-05-02 23:23:00,tablet
27530584-5e6d-5ee4-9419-5ec327102f23,carol@example.com,b0700595-a0c0-4151-b7fd-12b046ebc9df,2024-05-02 23:40:00,mobile
7740bf4d-d1c8-5cbf-b24d-7e22c729d34e,alice@example.com,16947d2b-8a0d-4ee7-aa38-042a05adb975,2024-05-02 23:57:00,web
b097fcfb-13d4-503f-a9ac-223897b8daa2,bob@example.com,46cc019b-ff17-496a-866a-2b4932600910,2024-05-03 00:14:00,desktop
dbaa95c3-e992-5128-a10c-54dacf38d83f,carol@example.com,ebbbe19b-e08d-4957-9445-d81745a96a93,2024-05-03 00:31:00,tablet
d2dc44fd-3d3c-5690-be24-f7a2f9436702,alice@example.com,205ff413-6fbe-48d2-bd64-940cc37f5d75,2024-05-03 00:48:00,mobile
472307ba-a592-5b91-bdc9-19aaf4755fb3,bob@example.com,2bf45c25-da71-408a-981d-6cf14f47552d,2024-05-03 01:05:00,web
281b93ff-f576-599a-8098-10cdc29efc46,carol@example.com,5026f6d4-89be-4d29-b731-a91bb3f4779c,2024-05-03 01:22:00,desktop
fd655c01-1ae4-58cd-8a28-41896e4fc5bc,alice@example.com,e8ce0050-81f3-44d5-86d2-4154a1c1680e,2024-05-03 01:39:00,tablet
161da8e7-56af-592e-bb5a-f05500dd2733,bob@example.com,fac363f8-7da2-4d2d-9b19-d90be9bcefae,2024-05-03 01:56:00,mobile
15ef83e3-3d4c-5ee6-a429-d720c4339c16,carol@example.com,c25aba65-17ae-4f2e-a8a8-5aefa4e1348b,2024-05-03 02:13:00,web
e2c63f9c-1bc7-54d9-9ccd-682da58465d7,alice@example.com,e7f5cfb4-47eb-42cb-97ce-3b506274ec73,2024-05-03 02:30:00,desktop
55b39d7c-c4b9-5ed4-a41f-169d26f20ab3,bob@example.com,5deb4023-53b9-47f3-ab3d-b057ee4f953f,2024-05-03 02:47:00,tablet
9cc6f2c5-c104-531a-b6cb-09208156bc64,carol@example.com,629cdfb3-6122-4bba-bead-4c09f888efca,2024-05-03 03:04:00,mobile
6036c068-9c4c-51d0-82be-bf6548bd0dc2,alice@example.com,6fe2eadd-d236-4d28-806b-3bda9285fd0d,2024-05-03 03:21:00,web
6cd6b2ee-51db-505b-8d94-4be72983ba97,bob@example.com,65c5385c-55df-4e3f-83bd-73145528e14f,2024-05-03 03:38:00,desktop
b9ffb4f9-9d3e-5e25-aa85-ad32d7c31684,carol@example.com,6373694b-2bae-4bc1-89a3-8545441304c9,2024-05-03 03:55:00,tablet
897abb62-4930-5d3f-918f-5a84ba1cb9d4,alice@example.com,0e84d50e-aa9a-4365-bae9-7e8f870f0f02,2024-05-03 04:12:00,mobile
73805ca8-2bb6-5e27-b707-1ad1754d5e76,bob@example.com,8bf3a39b-40d4-4d03-8f83-0f5db88d4e69,2024-05-03 04:29:00,web
7e0d124c-f02c-5cf9-b312-de77eed69586,carol@example.com,a2bc017d-dd7d-489e-af9c-f1ca73ecfd52,2024-05-03 04:46:00,desktop
d2bee11a-ee93-5713-94e8-9db3bb07b964,alice@example.com,f7e0f54c-1be0-41f6-9f0f-f1885a41230c,2024-05-03 05:03:00,tablet
bf050f9d-f9a0-5a72-ae47-29f1e9e459e4,bob@example.com,340f4833-2e20-4ab8-b03d-91c8e7f230a3,2024-05-03 05:20:00,mobile
fa971848-8e72-57bb-87c8-16076b5f9534,carol@example.com,575d1039-43e5-4c38-9c7a-1566600491ff,2024-05-03 05:37:00,web
a2eabc47-1e5b-5c92-89db-0636ba69362c,alice@example.com,cc462b1f-b77d-4c4b-851f-ba3b65fa1331,2024-05-03 05:54:00,desktop
642d6b58-dabb-539f-866a-428307f547f1,bob@example.com,cdc72506-8355-4b48-9cd1-fd03828b1601,2024-05-03 06:11:00,tablet
732bd83b-f0ef-5e2c-8757-6232ce5a2d05,carol@example.com,bef779fc-0310-4c4c-85ef-1e4797b1dc9e,2024-05-03 06:28:00,mobile
16931051-6b2a-5a16-ae27-bb8cc7522535,alice@example.com,f3b7aba1-3d9b-4837-ba86-120ef1e7337f,2024-05-03 06:45:00,web
691e1e0c-921b-5e5d-8812-c9e2c3e9baba,bob@example.com,87b314ab-145c-4d4a-b661-0f35e48586ca,2024-05-03 07:02:00,desktop
49da812b-ef57-5cd2-bf5c-3ebeabcc8013,carol@example.com,9709c855-dfa2-4159-b0e4-deb078bfe1d7,2024-05-03 07:19:00,tablet
370fd510-f1d8-599a-9b65-38123439b610,alice@example.com,236bed16-209e-4f6c-bc8c-9ba685852787,2024-05-03 07:36:00,mobile
1b0736f4-14b4-5c7e-926b-b6b99e6beaaa,bob@example.com,a413deb8-5c2d-489b-98f8-7f1e61c5eeef,2024-05-03 07:53:00,web
a3856b08-4588-5e73-a337-c1c002bcb14d,carol@example.com,fd4fabfb-c7c1-4818-bd9d-ac546edaf784,2024-05-03 08:10:00,desktop
ee24e018-32ca-5c9e-a994-35697e09c23f,alice@example.com,6943fab7-444f-47a0-ae18-099125cfea02,2024-05-03 08:27:00,tablet
46ba0394-4ddc-53dd-b818-3811a2706a39,bob@example.com,1cecec99-53e1-4f43-894f-7976318b8929,2024-05-03 08:44:00,mobile
02b3f957-192c-556f-a234-2e9c85a05ab2,carol@example.com,8004fdd5-00dc-48c9-8635-8889fcb96040,2024-05-03 09:01:00,web
241a5b9e-7c36-5e25-943c-1f71af559365,alice@example.com,5fbabd7f-ca2b-4137-9826-f67866b923aa,2024-05-03 09:18:00,desktop
384f8a1c-a476-5f4f-b865-1b4d9fec8534,bob@example.com,9a73ddb9-4488-417b-b57f-4b9b7870e942,2024-05-03 09:35:00,tablet
8707c4d6-3569-57ce-a086-43207760f906,carol@example.com,6b8da6d9-fa26-49e4-90fb-8e677a808568,2024-05-03 09:52:00,mobile
0b0a2e48-2206-5eea-92eb-2b9d5dc97c62,alice@example.com,f08d8370-97d9-41a1-b4ff-5688515bd166,2024-05-03 10:09:00,web
290a0fe7-e3d0-5c79-8892-5069241cfd99,bob@example.com,aa233736-abb6-4a3a-b7fd-1135b2d0001c,2024-05-03 10:26:00,desktop
